"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"They trynna [[hoe]] Geno TD throw","They trynna [[mac]] Geno TD throw",0.025125503540039062,0.9830977320671082,1,2,1,37,"Successful"
"RT @itsDC_2x: Rihanna is currently dropping bombs on you [[bitches]]!","RT @itsDC_2x: Rihanna is currently dropping bombs on you [[humans]]!",0.008545160293579102,0.9787731170654297,1,2,1,42,"Successful"
"Lol dat [[bitch]] petty","Lol dat [[norman]] petty",0.009251296520233154,0.965820848941803,1,2,1,48,"Successful"
"RT @HennyHeathen: [[Bitches]] eat mad beef,drink Henny and do the shmoney dance that's why they pussy [[always]] stink","RT @HennyHeathen: [[women]] eat mad beef,drink Henny and do the shmoney dance that's why they pussy [[whore]] stink",0.01457911729812622,0.15233373641967773,1,1,1,29,"Failed"
"Close your eyes and let the world paint a thousand pictures, one good girl is worth a thousand [[bitches]]...","Close your eyes and let the world paint a thousand pictures, one good girl is worth a thousand [[things]]...",0.007205545902252197,0.9723994731903076,1,2,1,25,"Successful"
"@HuffingtonPost if the faggots can have a [[page]] y cant they?[[faggots]] offend me more than them","@HuffingtonPost if the faggots can have a [[bit]] y cant they?[[nothing]] offend me more than them",0.3092920780181885,0.3799097537994385,0,0,0,24,"Failed"
"My baby boy asleep with my monkey that [[I]] had [[since]] I was little! I love my son so much! [[http]]://t.[[co]]/[[ioSARfS3rO]]","My baby boy asleep with my monkey that [[he]] had [[like]] I was little! I love my son so much! [[tp]]://t.[[jp]]/[[love]]",0.019053757190704346,0.05398076772689819,2,2,2,131,"Failed"
"Don't lose sleep bout these [[bitches]] bc they come and go &#128076;","Don't lose sleep bout these [[birds]] bc they come and go &#128076;",0.0062964558601379395,0.989172101020813,1,2,1,53,"Successful"
"#teabagger state like mississippi [[opposed]] to [[minimum]] wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.","#teabagger state like mississippi [[opposes]] to [[white]] wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.",0.1363205909729004,0.5884313583374023,2,0,2,45,"Successful"
"@[[BarackObama]] Biden was a winner last night? Yea [[right]] [[like]] [[Charlie]] Sheen Really was a a winner too.... #[[winning]] [[lol]]","@[[davey]] Biden was a winner last night? Yea [[acts]] [[of]] [[charlie]] Sheen Really was a a winner too.... #[[[UNK]]] [[ha]]",0.01567620038986206,0.021966278553009033,2,2,2,92,"Failed"
"@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 [[bitch]] better back up, Katy's mine","@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 [[will]] better back up, Katy's mine",0.008369386196136475,0.9763621687889099,1,2,1,28,"Successful"
"RT @BlackJeezuss: [[bitches]] cant finish a 6 inch sub but want a 12 inch dick","RT @BlackJeezuss: [[ill]] cant finish a 6 inch sub but want a 12 inch dick",0.013862848281860352,0.05574566125869751,1,1,1,37,"Failed"
"Text ya [[bitch]] like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;","Text ya [[please]] like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;",0.008251070976257324,0.909419059753418,1,2,1,21,"Successful"
"&#8220;@DualWieldKatana: After you get done running train on a [[bitch]] thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty","&#8220;@DualWieldKatana: After you get done running train on a [[way]] thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty",0.013705551624298096,0.10661017894744873,1,1,1,49,"Failed"
"About to be 23. [[Officially]] an [[old]] [[ass]] [[bitch]]","About to be 23. [[fucking]] an [[evil]] [[drug]] [[n]]",0.020663022994995117,0.48794025182724,1,1,1,130,"Failed"
"@BetoDavidThomas @[[JesseCanon]] [[lmfaooo]] [[oh]] [[well]] fuck that [[bitch]]","@BetoDavidThomas @[[hate]] [[people]] [[fuck]] [[here]] fuck that [[bastards]]",0.05017203092575073,0.5339257121086121,1,0,1,103,"Successful"
"RT @[[damola49]]: @Ademulla happy birthday to the gayest nigga [[missing]] you and follow my new account british [[cunt]]","RT @[[fuck]]: @Ademulla happy birthday to the gayest nigga [[see]] you and follow my new account british [[message]]",0.41772645711898804,0.5001896023750305,1,1,1,60,"Failed"
"RT @tbhjust: ""what are you twelve""<SPLIT><SPLIT>yeah on a scale of one to ten<SPLIT><SPLIT>[[bitch]]","RT @tbhjust: ""what are you twelve""<SPLIT><SPLIT>yeah on a scale of one to ten<SPLIT><SPLIT>[[er]]",0.008236169815063477,0.975640594959259,1,2,1,23,"Successful"
"Ball is life? No [[bitch]] bench is life &#128075;","Ball is life? No [[grass]] bench is life &#128075;",0.006163179874420166,0.9891259670257568,1,2,1,26,"Successful"
"RT @BroganWebber: Beyonc&#233; is trash.","RT @BroganWebber: Beyonc&#233; is trash.",0.754368007183075,0.754368007183075,1,1,0,1,"Skipped"
"His boyfriend gonna be like ""You ain't make a team? I'm straight [[fag]].<SPLIT>""@ZRawTaroli: ....... The rams really cut Michael Sam. Wow.""","His boyfriend gonna be like ""You ain't make a team? I'm straight [[american]].<SPLIT>""@ZRawTaroli: ....... The rams really cut Michael Sam. Wow.""",0.24878442287445068,0.8713546395301819,1,2,1,26,"Successful"
"time to start an Army of [[hoes]]","time to start an Army of [[victory]]",0.01132112741470337,0.9862557649612427,1,2,1,42,"Successful"
"RT @eternalhbic: u still in ur feelings and he in some new [[pussy]]","RT @eternalhbic: u still in ur feelings and he in some new [[game]]",0.008929967880249023,0.9874399304389954,1,2,1,55,"Successful"
"@lilthickgawdess salty [[pussy]]","@lilthickgawdess salty [[magazine]]",0.012561500072479248,0.9476940035820007,1,2,1,40,"Successful"
"RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha","RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha",0.9035822749137878,0.9035822749137878,1,1,0,1,"Skipped"
"@ReverendGrim @TitsOfAnarchy <SPLIT>I likes [[dat]] name. [[Dem]] sand niggers needs to know dare place in da [[pecker]] order","@ReverendGrim @TitsOfAnarchy <SPLIT>I likes [[tha]] name. [[damn]] sand niggers needs to know dare place in da [[dat]] order",0.35413169860839844,0.3976689577102661,0,0,0,33,"Failed"
"@3CarryOnItems all them bitches far as fuck from us. [[We]] [[got]] el gran pollo up this way and it serves us well. @Lex_Gracie","@3CarryOnItems all them bitches far as fuck from us. [[we]] [[own]] el gran pollo up this way and it serves us well. @Lex_Gracie",0.015716552734375,0.018230676651000977,1,1,1,62,"Failed"
"We are back [[bitches]]! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa","We are back [[tomorrow]]! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa",0.025090932846069336,0.9161373972892761,1,2,1,16,"Successful"
"RT @TheRainbowGirlz: I'm not saying she's a slut, but her favorite shade of lipstick is [[pussy]].","RT @TheRainbowGirlz: I'm not saying she's a slut, but her favorite shade of lipstick is [[bad]].",0.009821176528930664,0.9213680624961853,1,2,1,14,"Successful"
"@[[TheMayorMatt]] @[[Frizzle18]] [[I]] like where [[ur]] [[domes]] at #[[smart]]","@[[t]] @[[n]] [[you]] like where [[n]] [[ie]] at #[[y]]",0.03793501853942871,0.7249659299850464,2,1,2,176,"Successful"
"Bobby [[bitch]]? Dickhead &#8220;@[[OprahSideNigga]]: TOP 3 BOBBY SHMURDA SONGS:<SPLIT>1. HOT NIGGA<SPLIT>2.<SPLIT>3.&#8221;","Bobby [[fuck]]? Dickhead &#8220;@[[see]]: TOP 3 BOBBY SHMURDA SONGS:<SPLIT>1. HOT NIGGA<SPLIT>2.<SPLIT>3.&#8221;",0.05003833770751953,0.1238965392112732,1,1,1,76,"Failed"
"[[Hahahahaa]] fuckin [[crow]] looking [[bitch]]","[[bloody]] fuckin [[stupid]] looking [[bloody]]",0.03283131122589111,0.5516882538795471,1,0,1,54,"Successful"
"The #midwest of the US is [[white]] trash.","The #midwest of the US is [[complete]] trash.",0.3578014373779297,0.9790340662002563,0,2,0,17,"Successful"
"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't [[shit]], y'all ain't goin nowhere without Harden","@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't [[right]], y'all ain't goin nowhere without Harden",0.014495313167572021,0.5986121892929077,1,2,1,41,"Successful"
"I realized Tacal is a [[bitch]]","I realized Tacal is a [[c]]",0.007218122482299805,0.9761545062065125,1,2,1,36,"Successful"
"[[She]] [[fuck]] with me [[cause]] [[I]] [[ain't]] no [[bitch]] .","[[you]] [[screw]] with me [[are]] [[you]] [[fucking]] no [[fucking]] .",0.010653436183929443,0.20018547773361206,1,1,1,161,"Failed"
"[[Is]] this napK [[bitch]] retarded or stupid wtf would you request me didn't she read my bio it's [[pretty]]&#8230; [[http]]://t.co/ReqHlHHml4","[[is]] this napK [[v]] retarded or stupid wtf would you request me didn't she read my bio it's [[here]]&#8230; [[https]]://t.co/ReqHlHHml4",0.024296700954437256,0.32471245527267456,1,1,1,45,"Failed"
"RT @lonlontheone_15: Smoke sum [[bitch]]","RT @lonlontheone_15: Smoke sum [[un]]",0.007195770740509033,0.9852719306945801,1,2,1,51,"Successful"
"RT @GuapoAficionado: Kill em all at once I say.<SPLIT><SPLIT>[[RT]] &#8220;@PacDaGoat: [[The]] world will be a better place when [[bitches]] like her dies lonely http://&#8230;","RT @GuapoAficionado: Kill em all at once I say.<SPLIT><SPLIT>[[see]] &#8220;@PacDaGoat: [[any]] world will be a better place when [[shit]] like her dies lonely http://&#8230;",0.015379667282104492,0.0644788146018982,1,1,1,41,"Failed"
"u ho@RealWizKhalifa u hot i really like the way u keep [[te]] [[flow]] natural","u ho@RealWizKhalifa u hot i really like the way u keep [[getting]] [[girls]] natural",0.06130695343017578,0.5752499103546143,2,1,2,43,"Successful"
"So, about this flappy [[bird]] game then.","So, about this flappy [[bitch]] game then.",0.01937389373779297,0.9967477917671204,2,1,2,50,"Successful"
"[[Im]] a [[Single]] [[bitch]] on this [[Money]] [[shit]] &#128175;&#128184;","[[fuck]] a [[tax]] [[pound]] on this [[fucking]] [[ass]] &#128175;&#128184;",0.007501780986785889,0.15005290508270264,1,1,1,167,"Failed"
"RT @Shakestweetz: Friends of @philbarron: @[[javachik]] has [[let]] me know that Phil is very ill. His infection has [[gone]] septic, and he is fightin&#8230;","RT @Shakestweetz: Friends of @philbarron: @[[someone]] has [[got]] me know that Phil is very ill. His infection has [[infected]] septic, and he is fightin&#8230;",0.06647944450378418,0.24615293741226196,2,2,2,75,"Failed"
"RT @bclaymoore: Dude does his girlfriend's mom, trashes her wedding. Mopes to folk rock. #explainafilmplotbadly","RT @bclaymoore: Dude does his girlfriend's mom, trashes her wedding. Mopes to folk rock. #explainafilmplotbadly",0.5518128871917725,0.5518128871917725,2,2,1,1,"Skipped"
"RT @alwayznpolo: years of eating and [[still]] no beard, more of mythology. RT @willyroast2 [[When]] you [[eat]] pussy it helps Yo beard grow this is s&#8230;","RT @alwayznpolo: years of eating and [[even]] no beard, more of mythology. RT @willyroast2 [[now]] you [[chew]] pussy it helps Yo beard grow this is s&#8230;",0.024683773517608643,0.03500157594680786,1,1,1,49,"Failed"
"RT @girlposts: my hobbies include being a sarcastic [[bitch]] and that&#8217;s it","RT @girlposts: my hobbies include being a sarcastic [[gamer]] and that&#8217;s it",0.0065901875495910645,0.9604363441467285,1,2,1,56,"Successful"
"&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;[[bitch]] you better not be we was drinking out same bottle","&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;[[ya]] you better not be we was drinking out same bottle",0.007702767848968506,0.9815288782119751,1,2,1,34,"Successful"
"@intheKCmix Pau pissed me off like Boozer pissed off Bulls fan... 2 soft faggots","@intheKCmix Pau pissed me off like Boozer pissed off Bulls fan... 2 soft faggots",0.5660364627838135,0.5660364627838135,0,0,1,1,"Skipped"
"GOOD Music &gt;&gt;&gt;&gt;&gt; Young Money [[fags]]","GOOD Music &gt;&gt;&gt;&gt;&gt; Young Money [[game]]",0.3228245973587036,0.9723852276802063,1,2,1,41,"Successful"
"RT @MaryWCVB: [[Still]] [[waiting]] for Charlie Baker to [[take]] the stage in Swampscott. #wcvb http://t.co/lYb3Thm199","RT @MaryWCVB: [[already]] [[awaiting]] for Charlie Baker to [[get]] the stage in Swampscott. #wcvb http://t.co/lYb3Thm199",0.013540029525756836,0.015420079231262207,2,2,2,65,"Failed"
"RT @beauty_briii: One of my [[classmates]] offered my teacher and brownie and someone [[said]] ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;","RT @beauty_briii: One of my [[peers]] offered my teacher and brownie and someone [[yelled]] ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",0.019240915775299072,0.030054032802581787,2,2,2,66,"Failed"
"@FvckMike_ bro this bitch [[really]] [[stood]] there and was like you [[gonna]] give me my penny?","@FvckMike_ bro this bitch [[here]] [[stand]] there and was like you [[had]] give me my penny?",0.00679624080657959,0.008657991886138916,1,1,1,32,"Failed"
"RT @AyGeraldJay: [[The]] ape was like ""[[Oh]] you niggas gon learn today"" &#128557;&#128128; https://t.co/FYK1XeBgV7","RT @AyGeraldJay: [[any]] ape was like ""[[says]] you niggas gon learn today"" &#128557;&#128128; https://t.co/FYK1XeBgV7",0.27210569381713867,0.3246315121650696,1,1,1,46,"Failed"
"Cruisin [[round]] the [[street]] in my 64', jockin the [[bitches]], slappin the [[hoes]]","Cruisin [[cross]] the [[border]] in my 64', jockin the [[hood]], slappin the [[gun]]",0.017447233200073242,0.7635798454284668,1,0,1,171,"Successful"
"Hanging with my [[bitches]] I couldn't be more happy #thegoodlife","Hanging with my [[dog]] I couldn't be more happy #thegoodlife",0.006334364414215088,0.9859896898269653,1,2,1,56,"Successful"
"@HiPHopFeEeN old with a old wolf [[pussy]] that is","@HiPHopFeEeN old with a old wolf [[friend]] that is",0.009704291820526123,0.9759343266487122,1,2,1,23,"Successful"
"IG be the [[bid]] [[bitches]] an these dumb ass [[faces]] [[lol]]","IG be the [[people]] [[ging]] an these dumb ass [[folk]] [[god]]",0.020709633827209473,0.666899561882019,1,0,1,120,"Successful"
"' All jokes aside , I'm goin thru it a [[niggah]] heart hurt smh . &#1043214; .","' All jokes aside , I'm goin thru it a [[cold]] heart hurt smh . &#1043214; .",0.04915505647659302,0.9746999740600586,1,2,1,57,"Successful"
"This nigga jerry room smell like bad pussy!&#128530;","This nigga jerry room smell like bad pussy!&#128530;",0.9190084934234619,0.9190084934234619,1,1,0,1,"Skipped"
"@MorganSmith_20 peace my [[negro]] !","@MorganSmith_20 peace my [[children]] !",0.36043673753738403,0.9887180328369141,1,2,1,52,"Successful"
"RT @[[iBYEpassDesHOES]]: Why do hoes always want to come [[bacc]] when they didn't have to leave in the first place?","RT @[[bye]]: Why do hoes always want to come [[tonight]] when they didn't have to leave in the first place?",0.009225189685821533,0.017429649829864502,1,1,1,31,"Failed"
"Especially that wee cunt that walks about tensing all the [[time]] [[lol]], sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse","Especially that wee cunt that walks about tensing all the [[way]] [[right]], sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse",0.14122611284255981,0.18204277753829956,1,1,1,34,"Failed"
"http://t.co/bPU86qzYFt Lola Foxx &#8211; Steaming hot Nubile Lola Foxx shoves her dildo deep into her wet&#160;[[pussy]] http://t.co/br1Mjkk8dz","http://t.co/bPU86qzYFt Lola Foxx &#8211; Steaming hot Nubile Lola Foxx shoves her dildo deep into her wet&#160;[[cool]] http://t.co/br1Mjkk8dz",0.027125775814056396,0.8260172605514526,1,2,1,36,"Successful"
"this one bitch dont [[feel]] the same no more an henny dont really kill the pain no moree","this one bitch dont [[see]] the same no more an henny dont really kill the pain no moree",0.022517502307891846,0.0331534743309021,1,1,1,36,"Failed"
"I hope i trip and fall into some [[pussy]], tunechi","I hope i trip and fall into some [[snow]], tunechi",0.007859528064727783,0.9873855710029602,1,2,1,17,"Successful"
"Lebron is such a [[pussy]].. [[always]] has to get picked up for cramps and shit","Lebron is such a [[prick]].. [[now]] has to get picked up for cramps and shit",0.011438250541687012,0.043790578842163086,1,1,1,15,"Failed"
"""@[[xoxoclauudia]]: YASSSSSS, ORDERED CHINESE &#128079;"" [[bitch]] you just [[ate]] [[tacos]] you fat fuck","""@[[face]]: YASSSSSS, ORDERED CHINESE &#128079;"" [[god]] you just [[hate]] [[religion]] you fat fuck",0.054076969623565674,0.5375398397445679,1,0,1,169,"Successful"
"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!","@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!",0.9269242882728577,0.9269242882728577,2,2,1,1,"Skipped"
"&#128514;&#128514;&#128514; RT @A2daO: [[When]] a dyke get pregnant by mistake &gt;&gt;&gt;&gt;&gt;","&#128514;&#128514;&#128514; RT @A2daO: [[even]] a dyke get pregnant by mistake &gt;&gt;&gt;&gt;&gt;",0.20096218585968018,0.2233494520187378,1,1,1,21,"Failed"
"@GrizzboAdams ight nigga haha fucking [[queer]] has to clear his schedule","@GrizzboAdams ight nigga haha fucking [[shit]] has to clear his schedule",0.46507471799850464,0.6966716051101685,0,1,0,57,"Successful"
"RIGHT ""@Sotyannaxo: The same bitches saying ""positive [[vibes]]"" are the same bitches making fun of someone's weight.""","RIGHT ""@Sotyannaxo: The same bitches saying ""positive [[s]]"" are the same bitches making fun of someone's weight.""",0.007102012634277344,0.007433176040649414,1,1,1,16,"Failed"
"@[[BeeKayNS]] [[alas]], I am proficient in neither. my skills are [[limited]] to [[pointless]] stat memorization + trash talk.","@[[t]] [[ma]], I am proficient in neither. my skills are [[restricted]] to [[verbal]] stat memorization + trash talk.",0.013653934001922607,0.017616629600524902,2,2,2,56,"Failed"
"I was getting to the business while you was chasing the [[bitches]]","I was getting to the business while you was chasing the [[sheep]]",0.009115636348724365,0.9750567078590393,1,2,1,49,"Successful"
"RT @[[Jessycaa_Rubi]]: You swear youre down n the realest n you stay doing [[little]] [[bitch]] [[shit]] like that","RT @[[u]]: You swear youre down n the realest n you stay doing [[stupid]] [[ass]] [[bullshit]] like that",0.019459903240203857,0.2700321674346924,1,1,1,29,"Failed"
"foreign iphone imma call a goth [[hoe]] http://t.co/0IEX8q4WMl","foreign iphone imma call a goth [[star]] http://t.co/0IEX8q4WMl",0.020039498805999756,0.9841758608818054,1,2,1,44,"Successful"
"""And [[bitch]] you must be lost"" &#128514;&#128514;","""And [[today]] you must be lost"" &#128514;&#128514;",0.006364941596984863,0.988755464553833,1,2,1,11,"Successful"
"RT @Kriegsson: On [[Nigger]] Day we honor [[nigger]] traditions by not working.","RT @Kriegsson: On [[ascension]] Day we honor [[past]] traditions by not working.",0.323325514793396,0.996501624584198,0,2,0,68,"Successful"
"@[[YBEToot]] I like tweeting you like this. .. wen [[yu]] aint talking to all yo hoes!!! [[I]] be like...... ill wait.","@[[see]] I like tweeting you like this. .. wen [[you]] aint talking to all yo hoes!!! [[you]] be like...... ill wait.",0.014260828495025635,0.02510303258895874,1,1,1,44,"Failed"
""" i [[need]] a [[trippy]] [[bitch]] who fuck on Hennessy """,""" i [[hate]] a [[chinese]] [[whore]] who fuck on Hennessy """,0.019618451595306396,0.5329252481460571,1,0,1,144,"Successful"
"@justezzzee so wtf u tryna do [[bitch]]?","@justezzzee so wtf u tryna do [[today]]?",0.0063915252685546875,0.8275195956230164,1,2,1,32,"Successful"
"i think if my girlfriend were to get locked up shed be the [[first]] one raped. #pussy","i think if my girlfriend were to get locked up shed be the [[nasty]] one raped. #pussy",0.012209296226501465,0.030824124813079834,1,1,1,34,"Failed"
"' [[Mannnnn]] [[wake]] [[y'all]] [[bitch]] [[asses]] up Blood !","' [[people]] [[see]] [[many]] [[bloody]] [[burn]] up Blood !",0.03281593322753906,0.8938865661621094,1,2,1,158,"Successful"
"@Joe_Schmucc Dog Government [[jobs]] is the SHIT. I done got my last few off that [[bitch]].","@Joe_Schmucc Dog Government [[job]] is the SHIT. I done got my last few off that [[ass]].",0.0093308687210083,0.02475351095199585,1,1,1,21,"Failed"
"&#8220;@JoeBudden: The bad bitches are only bad until they [[start]] talking anyway.&#8221; He Preaching","&#8220;@JoeBudden: The bad bitches are only bad until they [[cease]] talking anyway.&#8221; He Preaching",0.009052097797393799,0.011027276515960693,1,1,1,56,"Failed"
"RT @davidjones720: ""Obama is out on the golf course still looking for his balls."" -Charlie [[Daniels]]","RT @davidjones720: ""Obama is out on the golf course still looking for his balls."" -Charlie [[ho]]",0.4233895540237427,0.7654321789741516,2,1,2,17,"Successful"
"Shit where the gay bitches at ? Come be witcha girl [[tonight]] &#128527;&#128069;&#128166;&#128523;","Shit where the gay bitches at ? Come be witcha girl [[d]] &#128527;&#128069;&#128166;&#128523;",0.02045750617980957,0.02433168888092041,1,1,1,16,"Failed"
"RT @BJayBlast: I really don't be tryna hoe [[nobody]].. I eat, we all eat. Literally.","RT @BJayBlast: I really don't be tryna hoe [[y]].. I eat, we all eat. Literally.",0.022950291633605957,0.026912808418273926,1,1,1,15,"Failed"
"~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, [[yellow]] &amp; white. A Coll http://t.co/H0dYEBvnZB","~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, [[white]] &amp; white. A Coll http://t.co/H0dYEBvnZB",0.018243789672851562,0.05301755666732788,2,2,2,26,"Failed"
"This [[bitch]] showed me IT &amp; if y'all every seen that [[low]] budget piece [[shit]] that muthafuckin clown scary then a hoe","This [[asshole]] showed me IT &amp; if y'all every seen that [[nasty]] budget piece [[wit]] that muthafuckin clown scary then a hoe",0.01548701524734497,0.08182567358016968,1,1,1,76,"Failed"
"Chill, I'm not a coon RT @AmbitiousCam: Sick of you fake bougie ass coons lol","Chill, I'm not a coon RT @AmbitiousCam: Sick of you fake bougie ass coons lol",0.6412668228149414,0.6412668228149414,0,0,1,1,"Skipped"
"My managers a stupid cunt yes I said it","My managers a stupid cunt yes I said it",0.8360084891319275,0.8360084891319275,1,1,0,1,"Skipped"
"Where the [[hoes]] at ? We looking for the [[hoes]] AYEEE","Where the [[bat]] at ? We looking for the [[dog]] AYEEE",0.009198009967803955,0.9879702925682068,1,2,1,81,"Successful"
"&#8220;@LanaeCute_ass: [[My]] [[bitch]] bad she's a Puerto Rican &#128527;&#128540;&#8221;what song is that","&#8220;@LanaeCute_ass: [[i]] [[ass]] bad she's a Puerto Rican &#128527;&#128540;&#8221;what song is that",0.009817183017730713,0.028829216957092285,1,1,1,31,"Failed"
"Friends don't [[let]] [[friends]] become guidos. #themoreyouknow","Friends don't [[kill]] [[women]] become guidos. #themoreyouknow",0.0350833535194397,0.7198827266693115,2,0,2,69,"Successful"
"I [[hate]] when white trash try to [[act]] like they're my equal. It only [[makes]] it that much clearer how white trash they are.","I [[love]] when white trash try to [[acting]] like they're my equal. It only [[gets]] it that much clearer how white trash they are.",0.2984040379524231,0.37861961126327515,0,0,0,40,"Failed"
"Gonna drink and talk about [[bitches]] that I've almost had.","Gonna drink and talk about [[stuff]] that I've almost had.",0.00635296106338501,0.9829551577568054,1,2,1,51,"Successful"
"@Bitterchick @hellobaphomet <SPLIT>Y'all be some crazy white [[bitches]]. I [[wants]] to lay down wit you bowf.","@Bitterchick @hellobaphomet <SPLIT>Y'all be some crazy white [[bitch]]. I [[want]] to lay down wit you bowf.",0.05063211917877197,0.0579524040222168,1,1,1,14,"Failed"
"I wish Young Thug [[made]] [[past]] me the hookah and [[kept]] garbage ass tyga out that [[bitch]]","I wish Young Thug [[stole]] [[at]] me the hookah and [[dragged]] garbage ass tyga out that [[fucking]]",0.020851612091064453,0.19844549894332886,1,1,1,127,"Failed"
"Son of a [[bitch]] I can't wait till baseball is back. #AmericasPastTime","Son of a [[dragon]] I can't wait till baseball is back. #AmericasPastTime",0.006628155708312988,0.9901748895645142,1,2,1,57,"Successful"
"@ProtectYourNet I know right? [[But]] here [[I]] am wasting time thinking '1more hr [[till]] [[I]] start the day...' <SPLIT>I'm retarded! &#128541;","@ProtectYourNet I know right? [[but]] here [[me]] am wasting time thinking '1more hr [[make]] [[it]] start the day...' <SPLIT>I'm retarded! &#128541;",0.21579110622406006,0.2550266981124878,1,1,1,34,"Failed"
"That awkward moment when a [[hoe]] says she's not a [[hoe]].","That awkward moment when a [[bird]] says she's not a [[fairy]].",0.0074803829193115234,0.9870145916938782,1,2,1,105,"Successful"
"@[[ChrisMcDowell_]] [[pussy]] [[ass]] nigga.","@[[bloody]] [[stupid]] [[racist]] nigga.",0.23098260164260864,0.669208288192749,1,0,1,69,"Successful"
"RT @winkSOSA: ""@AintShitSweet__: ""@Rakwon_OGOD: Nigga [[messed]] with the wrong bitch &#128557;&#128514;https://t.co/5mNXKVAYot"" &#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@Th_Real_Esco","RT @winkSOSA: ""@AintShitSweet__: ""@Rakwon_OGOD: Nigga [[s]] with the wrong bitch &#128557;&#128514;https://t.co/5mNXKVAYot"" &#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@Th_Real_Esco",0.027102410793304443,0.03789210319519043,1,1,1,38,"Failed"
"[[RT]] @Ovoxo_alamillo: [[When]] [[hoes]] [[talk]] shit about other [[hoes]]... [[I'll]] just [[leave]] this here.","[[fremont]] @Ovoxo_alamillo: [[all]] [[jews]] [[speak]] shit about other [[religions]]... [[fucking]] just [[hate]] this here.",0.00975877046585083,0.6094368696212769,1,0,1,250,"Successful"
"@NigggaPino a [[bitch]] [[got]] 8 &amp; [[I'm]] [[trinna]] [[change]] 2 &#128514;&#128557;","@NigggaPino a [[z]] [[lin]] 8 &amp; [[dragon]] [[fly]] [[player]] 2 &#128514;&#128557;",0.011038720607757568,0.6143947839736938,1,2,1,188,"Successful"
"RT @BrosConfessions: Don't be a [[pussy]] &#128076; http://t.co/J3USrLfo9A","RT @BrosConfessions: Don't be a [[pest]] &#128076; http://t.co/J3USrLfo9A",0.012109637260437012,0.9709321856498718,1,2,1,33,"Successful"
"RT @Drrake: But she a [[hoe]] tho right? &#128564; http://t.co/gLe9rsfkwJ","RT @Drrake: But she a [[poet]] tho right? &#128564; http://t.co/gLe9rsfkwJ",0.013939857482910156,0.9710249900817871,1,2,1,44,"Successful"
"When Robinson Cano left the [[Yankees]] they were selling his jersey for $25. [[When]] Aaron Hernandez [[went]] to jail they [[sold]] his for $10.","When Robinson Cano left the [[bronx]] they were selling his jersey for $25. [[even]] Aaron Hernandez [[fled]] to jail they [[sell]] his for $10.",0.017539560794830322,0.05060237646102905,2,2,2,93,"Failed"
"' Fuccccck that was ma [[niggah]] from Cali swag &#1041222;&#1041216; R.I.P Jayare .","' Fuccccck that was ma [[user]] from Cali swag &#1041222;&#1041216; R.I.P Jayare .",0.06579530239105225,0.8605258464813232,1,2,1,13,"Successful"
"RT @[[ryancommakerry]]: [[I]] [[think]] it's [[time]] to bring out the drunken monkey","RT @[[hell]]: [[you]] [[reckon]] it's [[rude]] to bring out the drunken monkey",0.055908381938934326,0.6054693460464478,2,1,2,123,"Successful"
